tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,score
tt1294422,tvSeries,Klinik am Alex,Klinik am Alex,0,2009.0,,45.0,[],5.5,18,6.732689081729761
tt0602294,tvEpisode,A Tiger Hunt in Paris: Part 2,A Tiger Hunt in Paris: Part 2,0,1966.0,,30.0,"['Comedy', 'War']",8.4,103,7.3167897686362995
tt0048968,short,Aux frontières de l'homme,Aux frontières de l'homme,0,1953.0,,20.0,"['Documentary', 'Short']",5.0,5,6.790488047808765
tt0599795,tvEpisode,Protean Challenge,Protean Challenge,0,1996.0,,44.0,"['Action', 'Adventure', 'Drama']",7.7,162,7.190215353420079
tt0760801,tvEpisode,Miss World,Miss World,0,2006.0,,23.0,"['Drama', 'Music']",7.6,16,6.879894706886739
tt0180802,movie,Beloved Love,Ljubavni zivot Budimira Trajkovica,0,1977.0,,100.0,"['Comedy', 'Romance']",7.3,904,7.204919861595102
tt1194559,tvEpisode,Episode #3.19,Episode #3.19,0,2008.0,,58.0,"['Drama', 'Romance']",6.8,12,6.828108726918053
tt1693981,short,Therapy,Therapy,0,2011.0,,14.0,"['Drama', 'Short', 'Thriller']",8.0,7,6.86429747113242
tt10654928,short,Story,Story,0,2019.0,,5.0,"['Animation', 'Short']",6.2,10,6.803239343879711
tt0968279,movie,Die Hochstapler,Die Hochstapler,0,2006.0,,84.0,"['Crime', 'Documentary']",7.5,124,7.065082728575781
tt2871088,short,35 Meters from the Water,35 metriye sathe ab,0,2008.0,,34.0,"['Drama', 'Short']",6.0,8,6.801578916401903
tt3904348,tvEpisode,You'll Know My Name Is the Lord...,You'll Know My Name Is the Lord...,0,2014.0,,86.0,"['Adventure', 'Documentary', 'Reality-TV']",8.9,15,6.95686148847234
tt0030467,movie,Mr. Chump,Mr. Chump,0,1938.0,,60.0,[],5.5,37,6.644639861606207
tt2349608,movie,Fairy Out of Wedluck,Parinaaz,0,2017.0,,87.0,[],6.0,90,6.595530417514894
tt3138376,video,Joy Ride 3: Road Kill,Joy Ride 3: Road Kill,0,2014.0,,95.0,"['Crime', 'Horror', 'Thriller']",4.7,4191,4.810333530132863
tt0575583,tvEpisode,Liebe macht blind,Liebe macht blind,0,1985.0,,50.0,[],7.2,10,6.845080348063812
tt0160465,video,Lick Bush,Lick Bush,1,1992.0,,78.0,[],7.1,9,6.839807576417021
tt1914044,tvEpisode,Jailbird and Jailbunny,Jailbird and Jailbunny,0,2011.0,,22.0,"['Adventure', 'Animation', 'Comedy']",7.5,98,7.0305021504197285
tt1827006,tvEpisode,Greece,Greece,0,2011.0,,43.0,[],8.6,18,6.95860001290385
tt0684903,tvEpisode,Steele on the Air,Steele on the Air,0,1986.0,,49.0,"['Action', 'Adventure', 'Comedy']",7.1,52,6.879623498887015
tt0565992,tvEpisode,The Cutting of the Swath,The Cutting of the Swath,0,2003.0,,40.0,"['Crime', 'Drama']",7.8,26,6.928526287008827
tt0882806,movie,Sugar Boxx,Sugar Boxx,0,2009.0,,86.0,"['Crime', 'Drama']",3.5,229,5.164790836653387
tt5973610,tvEpisode,Just Married,Just Married,0,2016.0,,52.0,[],7.1,8,6.8387097180896665
tt0745417,tvEpisode,One of Our Sweathogs Is Missing,One of Our Sweathogs Is Missing,0,1975.0,,30.0,[],7.5,42,6.933484144602403
tt0099527,movie,Exiled in America,Exiled in America,0,1992.0,,84.0,[],4.7,35,6.547250769648678
tt1091188,movie,The Journey,The Journey,0,2007.0,,93.0,"['Comedy', 'Romance']",6.2,80,6.6665831818357635
tt0107274,movie,Johnny One Hundred Pesos,Johnny 100 Pesos,0,1993.0,,90.0,"['Crime', 'Drama', 'Thriller']",6.6,522,6.670005596787284
tt3216898,tvEpisode,The Box,The Box,0,2013.0,,21.0,[],7.2,656,7.104151642019493
tt0184662,movie,Lathos ston erota,Lathos ston erota,0,1961.0,,74.0,"['Comedy', 'Romance']",5.8,38,6.683049450139517
tt0496504,tvEpisode,Double Bill: The Compartment/Playmates,Double Bill: The Compartment/Playmates,0,1969.0,,60.0,[],7.0,8,6.835334190663506
tt3196086,tvEpisode,In Blog We Trust,In Blog We Trust,0,2013.0,,21.0,"['Comedy', 'Drama', 'Family']",9.0,9,6.911656315912819
tt7152864,tvEpisode,Kearran Giovanni,Kearran Giovanni,0,2017.0,,21.0,"['Comedy', 'Game-Show']",7.7,10,6.866000850155862
tt7415230,video,Taylor Swift: Look What You Made Me Do Parody,Taylor Swift: Look What You Made Me Do Parody,0,2017.0,,4.0,"['Comedy', 'Short']",5.4,5,6.799035056355773
tt0214223,movie,Gli ultimi,Gli ultimi,0,1963.0,,87.0,[],6.9,34,6.838685183221487
tt1256301,tvEpisode,Nine Lives,Nine Lives,0,2008.0,,44.0,"['Action', 'Crime', 'Drama']",7.6,501,7.358320826283906
tt0098405,movie,Stuk v dver,Stuk v dver,0,1990.0,,80.0,"['Drama', 'History']",6.8,5,6.828949586270304
tt0445176,movie,Alt for Norge,Alt for Norge,0,2005.0,,92.0,"['Comedy', 'Documentary', 'History']",5.9,122,6.506479211359689
tt3680374,tvEpisode,Dance,Dance,0,2014.0,,21.0,[],7.5,591,7.312773418521038
tt0764985,tvMovie,Arnie's World,Arnies Welt,0,2005.0,,88.0,"['Crime', 'Drama']",7.2,57,6.903406304850527
tt6338024,video,PAN.rm,PAN.rm,0,2013.0,,2.0,"['Comedy', 'Short']",9.2,65,7.353653752337589
tt3548468,tvSeries,Elders React,Elders React,0,2012.0,,8.0,"['Comedy', 'Reality-TV']",5.8,701,6.053520648588442
tt0140055,movie,Fool's Gold,Fool's Gold,0,1999.0,,95.0,[],5.4,11,6.764059179946879
tt1714051,movie,From the Head,From the Head,0,2011.0,,95.0,[],7.4,90,6.990514743533702
tt0120889,movie,What Dreams May Come,What Dreams May Come,0,1998.0,,113.0,"['Drama', 'Fantasy', 'Romance']",7.1,99329,7.099377992759871
tt0406773,tvMovie,Les filles du calendrier sur scène,Les filles du calendrier sur scène,0,2004.0,,90.0,[],5.3,6,6.790528524201068
tt0961148,tvMovie,Do Communists Have Better Sex?,Liebte der Osten anders? - Sex im geteilten Deutschland,0,2006.0,,51.0,[],7.0,46,6.858088011590004
tt6797982,short,After Thoughts,After Thoughts,0,2017.0,,7.0,[],8.0,7,6.86429747113242
tt1582450,tvMovie,"You Ain't Seen All These, Right?","You Ain't Seen All These, Right?",0,1999.0,,30.0,[],7.6,9,6.858715139442231
tt0116884,tvMovie,Lily Dale,Lily Dale,0,1996.0,,98.0,[],4.9,143,6.087833879535621
tt0097041,tvMovie,Champagne Charlie,Champagne Charlie,0,1989.0,,190.0,"['Adventure', 'Drama', 'Romance']",5.4,216,6.135672366712924
tt1862116,video,The Magick of Solomon,The Magick of Solomon,0,1996.0,,82.0,[],4.1,12,6.693668892893157
tt11195444,tvEpisode,Delirium,Delirium,0,2019.0,,46.0,"['Crime', 'Thriller']",7.1,7,6.837602555878182
tt11804172,tvEpisode,More Love More Problems,More Love More Problems,0,2020.0,,43.0,[],5.3,6,6.790528524201068
tt1555199,tvMovie,Lindsey's Way,Lindsey's Way,0,2009.0,,60.0,[],6.1,12,6.793253955133821
tt5218252,tvEpisode,Rapacity in Blue,Rapacity in Blue,0,2016.0,,22.0,"['Animation', 'Comedy', 'Sci-Fi']",8.8,112,7.476757194097511
tt0772731,movie,Between the Devil and the Wide Blue Sea,Between the Devil and the Wide Blue Sea,0,2005.0,,89.0,"['Documentary', 'Music']",6.6,28,6.804568883997086
tt0239608,movie,Maula Jat,Maula Jat,0,1979.0,,156.0,"['Action', 'Drama']",7.2,342,7.051443438156307
tt0685170,tvEpisode,CSI: Reno,CSI: Reno,0,2005.0,,22.0,"['Comedy', 'Crime']",7.3,64,6.932335164461607
tt0954980,tvMovie,Tourette de France,Tourette de France,0,2007.0,,60.0,[],6.9,27,6.837008606200199
tt0734655,tvEpisode,The Little People,The Little People,0,1962.0,,25.0,"['Drama', 'Fantasy', 'Horror']",8.1,1559,7.937289822811661
tt0829694,tvEpisode,Casino Food Recycler,Casino Food Recycler,0,2006.0,,43.0,[],7.5,32,6.911778556272992
tt0107466,tvEpisode,The Lynchburg Story,The Lynchburg Story,0,1994.0,,60.0,"['Documentary', 'History']",8.8,12,6.927693789158718
tt10009596,short,Moonwalk with Me,Moonwalk with Me,0,2018.0,,12.0,"['Fantasy', 'Short']",8.5,15,6.932271324537914
tt0241687,movie,Loving Memory,Loving Memory,0,1971.0,,57.0,[],6.1,233,6.461632474431278
tt1094248,tvMovie,He Kills Coppers,He Kills Coppers,0,2008.0,,139.0,"['Crime', 'Drama']",6.4,168,6.64779396268829
tt8163822,short,The Neighbors' Window,The Neighbors' Window,0,2019.0,,21.0,"['Drama', 'Short']",7.2,2222,7.165391351769584
tt8461210,tvEpisode,Lena Headey,Lena Headey,0,2018.0,,39.0,"['Adventure', 'Comedy', 'Reality-TV']",8.0,31,6.9691315507201965
tt0185348,movie,Guru das Sete Cidades,Guru das Sete Cidades,0,1972.0,,85.0,[],5.1,11,6.750309179946879
tt0034839,movie,Die heimliche Gräfin,Die heimliche Gräfin,0,1942.0,,96.0,[],5.9,19,6.758363722529238
tt0879821,short,Independence Day,Independence Day,0,2006.0,,7.0,"['Drama', 'Short']",4.2,24,6.5801351904634435
tt7380754,tvEpisode,"Dewey Defeats Truman, the Real Jekyll and Hyde and Sunken Steamship Treasure","Dewey Defeats Truman, the Real Jekyll and Hyde and Sunken Steamship Treasure",0,2017.0,,42.0,"['Adventure', 'Biography', 'Crime']",9.0,6,6.884996609307451
tt9061848,movie,Benzine,Benzine,0,2017.0,,90.0,[],8.1,16,6.912547768111229
tt0817353,tvEpisode,The Binky Show/U.S. Acres: Keeping Cool/Don't Move!,The Binky Show/U.S. Acres: Keeping Cool/Don't Move!,0,1988.0,,23.0,"['Animation', 'Comedy', 'Family']",7.2,26,6.867349816420592
tt0544561,tvEpisode,The Bridge at Chalons,The Bridge at Chalons,0,1963.0,,60.0,"['Action', 'Drama', 'War']",8.6,56,7.177453344516671
tt1717188,short,Pascal's Bullet,Pascal's Bullet,0,2010.0,,13.0,"['Drama', 'Short', 'Thriller']",7.6,8,6.855587355220468
tt9061882,tvEpisode,Up All Night,Up All Night,0,2018.0,,24.0,[],6.8,5,6.828949586270304
tt0047245,movie,El monstruo en la sombra,El monstruo en la sombra,0,1955.0,,92.0,[],5.4,5,6.799035056355773
tt2456810,short,It Started with Money,It Started with Money,0,2012.0,,8.0,"['Short', 'Western']",8.7,7,6.885060182996827
tt0253219,movie,The Long Haired Warriors,The Long Haired Warriors,0,1998.0,,60.0,[],8.0,8,6.86908946492511
tt6586842,tvEpisode,Episode #2.1,Episode #2.1,0,2017.0,,58.0,[],7.2,8,6.842085245515827
tt7360298,short,10 Days That #Rekt Eugene Muller,10 Days That #Rekt Eugene Muller,0,2017.0,,18.0,"['Comedy', 'Short']",8.0,6,6.859464694413834
tt0177983,tvEpisode,Der Hinterhalt,Der Hinterhalt,0,1980.0,,90.0,"['Crime', 'Drama']",6.1,23,6.762992869790679
tt0091608,movie,Nanou,Nanou,0,1986.0,,110.0,"['Drama', 'Romance']",5.8,135,6.447731327437502
tt1160044,tvShort,Madeline,Madeline,0,1988.0,,30.0,"['Animation', 'Family', 'Musical']",7.6,136,7.116641652567811
tt0567553,tvEpisode,The Siege: Part 2,The Siege: Part 2,0,1987.0,,47.0,"['Drama', 'Romance']",6.6,29,6.803775981345934
tt0083717,movie,Cannery Row,Cannery Row,0,1982.0,,120.0,"['Comedy', 'Drama', 'Romance']",6.7,3233,6.708571404733464
tt0617603,tvEpisode,Police des viols,Police des viols,0,1993.0,,90.0,"['Crime', 'Drama']",7.2,6,6.83903916249894
tt0950773,short,Toxin,Toxin,0,2005.0,,25.0,"['Action', 'Short']",5.4,9,6.775521862131307
tt0189736,short,Mighty Like a Moose,Mighty Like a Moose,0,1926.0,,22.0,"['Comedy', 'Family', 'Romance']",7.0,477,6.944722667404038
tt7039000,movie,American Nightmares,Mr. Malevolent,0,2018.0,,90.0,"['Comedy', 'Horror']",4.1,518,4.936779388470216
tt5051278,tvMovie,A Midsummer Night's Dream,A Midsummer Night's Dream,0,2016.0,,90.0,"['Comedy', 'Fantasy', 'Romance']",6.3,599,6.446466428970109
tt11122312,tvEpisode,Black Christmas,Black Christmas,0,2019.0,,20.0,[],8.8,5,6.871684629005347
tt0414277,video,Men in Back,Men in Back,1,1999.0,,90.0,[],6.2,5,6.816129073449791
tt1289825,short,Owl Creek Bridge,Owl Creek Bridge,0,2007.0,,10.0,"['Drama', 'Short']",6.9,15,6.833910668800209
tt2107088,tvEpisode,Letzte Haltestelle Mord,Letzte Haltestelle Mord,0,2011.0,,45.0,"['Comedy', 'Crime', 'Drama']",6.6,24,6.807803174653166
tt0629586,tvEpisode,The Good Doctor,The Good Doctor,0,2001.0,,45.0,"['Crime', 'Drama', 'Mystery']",8.2,217,7.496354715666483
tt0838867,tvEpisode,Hurter Monkey/Goodbling and the Hip-Hop-Opotamus,Hurter Monkey/Goodbling and the Hip-Hop-Opotamus,0,2006.0,,23.0,"['Adventure', 'Animation', 'Comedy']",7.9,32,6.960820701866862
tt0749524,tvEpisode,To Die in Bettendorf,To Die in Bettendorf,0,1990.0,,47.0,"['Crime', 'Drama', 'Mystery']",7.8,13,6.881711583418392
tt7697912,tvEpisode,Dan Rather/Ana Gasteyer/Ty Segall,Dan Rather/Ana Gasteyer/Ty Segall,0,2017.0,,42.0,"['Comedy', 'Music', 'Talk-Show']",5.6,5,6.803308560629278
tt0329002,movie,Hard Goodbyes: My Father,Dyskoloi apohairetismoi: O babas mou,0,2002.0,,113.0,"['Drama', 'Family']",7.1,423,7.005021784029527
tt0459083,movie,Castle Sinister,Castle Sinister,0,1948.0,,49.0,"['Horror', 'Thriller']",3.6,128,5.671636423493701
tt0878117,video,Fast and the Furious: Tokyo Drift - The Japanese Way,Fast and the Furious: Tokyo Drift - The Japanese Way,0,2006.0,,10.0,"['Action', 'Short']",6.4,299,6.586314778763733
tt9141176,tvEpisode,59 horas desaparecido,59 horas desaparecido,0,2019.0,,48.0,"['Crime', 'Drama', 'Thriller']",8.1,674,7.777823037859635
tt1073547,short,Das triadische Ballett,Das triadische Ballett,0,1970.0,,29.0,"['Music', 'Short']",7.7,58,7.005485028527007
tt0673683,tvEpisode,The Most Deadly Angel,The Most Deadly Angel,0,1961.0,,30.0,"['Action', 'Crime', 'Drama']",7.3,38,6.896532596206932
tt0101115,tvSeries,Herman's Head,Herman's Head,0,1991.0,1994.0,30.0,[],7.1,1743,7.068597466119296
tt3526706,movie,Chevalier,Chevalier,0,2015.0,,105.0,"['Comedy', 'Drama']",6.3,3890,6.329442632480518
tt10924716,movie,The Crystal Calls - Making the Dark Crystal: Age of Resistance,The Crystal Calls - Making the Dark Crystal: Age of Resistance,0,2019.0,,82.0,[],7.6,378,7.309347945942752
tt0576839,tvEpisode,You Can't Fight City Hall,You Can't Fight City Hall,0,1971.0,,30.0,"['Comedy', 'Family']",7.8,19,6.9039282386582705
tt0016390,movie,The Sporting Venus,The Sporting Venus,0,1925.0,,66.0,"['Drama', 'Romance']",7.4,91,6.991794384960159
tt0095043,movie,Doctor Hackenstein,Doctor Hackenstein,0,1988.0,,88.0,"['Comedy', 'Horror', 'Sci-Fi']",3.5,190,5.319747501640217
tt9167734,tvSeries,My Favourite Sketch,My Favourite Sketch,0,2018.0,,60.0,"['Comedy', 'Talk-Show']",6.4,9,6.813336988181727
tt1880203,movie,Freedom Hills,Freedom Hills,0,2010.0,,72.0,"['Drama', 'Music', 'Romance']",8.6,8,6.889342629482072
tt0587008,tvEpisode,Mad Dog,Mad Dog,0,1984.0,,50.0,"['Crime', 'Drama']",5.6,5,6.803308560629278
tt1450122,video,Swing Time,Swing Time,1,2009.0,,139.0,[],6.0,7,6.8049754372341145
tt0620159,tvEpisode,Strike Out,Strike Out,0,2000.0,,30.0,[],8.7,401,8.020117782836905
tt7348490,tvEpisode,Forced Perspective,Forced Perspective,0,2018.0,,43.0,"['Crime', 'Drama', 'Mystery']",7.9,413,7.518184117114098
tt1048562,tvEpisode,Ojos que no ven,Ojos que no ven,0,2007.0,,69.0,[],8.2,38,7.0246224838473825
tt0080192,tvSeries,Are You Being Served in Australia?,Are You Being Served?,0,1980.0,1981.0,25.0,[],6.5,112,6.721331974156161
tt8204036,tvEpisode,Chip and Jo's Breakfast Joint,Chip and Jo's Breakfast Joint,0,2018.0,,43.0,[],8.2,11,6.892392513280213
tt0497868,tvSeries,Typisch van Duin,Typisch van Duin,0,2006.0,2006.0,25.0,[],6.1,27,6.7526336062002
tt2730272,tvEpisode,A Song of Experience,A Song of Experience,0,2014.0,,56.0,"['Crime', 'Drama', 'Mystery']",7.5,67,6.981331767524497
tt0830719,tvEpisode,King Tuck,King Tuck,0,2006.0,,24.0,"['Action', 'Adventure', 'Animation']",7.4,57,6.943266444710668
tt6806524,movie,Zahradnictví: Rodinný prítel,Zahradnictví: Rodinný prítel,0,2017.0,,130.0,"['Drama', 'History', 'Romance']",5.6,122,6.4022057070861855
tt0836130,tvEpisode,Miracle on Elm Street,Miracle on Elm Street,0,1994.0,,23.0,"['Adventure', 'Comedy', 'Drama']",7.3,58,6.924648791593209
tt0125537,movie,Three Years Without God,Tatlong taong walang Diyos,0,1976.0,,124.0,"['Drama', 'Romance', 'War']",7.0,107,6.883851795200153
tt8366492,tvMovie,Invitation to a Royal Wedding,Invitation to a Royal Wedding,0,2018.0,,46.0,[],7.7,6,6.851805119945748
tt0857275,movie,Wonderful World,Wonderful World,0,2009.0,,89.0,"['Drama', 'Romance']",6.1,2288,6.166378308775228
tt0910465,tvEpisode,Adrift,Adrift,0,2007.0,,46.0,"['Drama', 'Mystery', 'Sci-Fi']",8.6,25,7.0038354456190985
tt1389897,tvEpisode,The Painful Infliction of Nicholas the Beadle,The Painful Infliction of Nicholas the Beadle,0,1972.0,,30.0,[],7.0,5,6.833223090543808
tt0582919,tvEpisode,Dish of the Day,Dish of the Day,0,1984.0,,25.0,[],7.3,24,6.874206336708502
tt0993186,tvEpisode,Daleks in Manhattan,Daleks in Manhattan,0,2007.0,,45.0,"['Adventure', 'Drama', 'Family']",7.0,4982,6.992510881440655
tt0620141,tvEpisode,Roast Chicken,Roast Chicken,0,2000.0,,23.0,[],7.9,279,7.417468903911912
tt0276529,movie,Silent Storm,Stiller Sturm,0,2001.0,,93.0,[],7.3,77,6.9479549123766375
tt0523137,tvEpisode,"Mrs. Stephens, Where Are You?","Mrs. Stephens, Where Are You?",0,1969.0,,25.0,"['Comedy', 'Family', 'Fantasy']",8.7,165,7.612878688292515
tt9143636,movie,Guest of Honour,Guest of Honour,0,2019.0,,105.0,[],5.5,265,6.116344540864881
tt1331110,movie,Liar,Menteur,0,2009.0,,78.0,[],6.5,34,6.786974156605518
tt0193540,movie,Sur le plancher des vaches,Sur le plancher des vaches,0,1940.0,,87.0,[],5.8,9,6.790647912551475
tt0043045,movie,Three Secrets,Three Secrets,0,1950.0,,98.0,[],6.9,397,6.874239941193691
tt0504453,tvEpisode,True Colors,True Colors,0,1990.0,,22.0,"['Comedy', 'Family', 'Sci-Fi']",7.3,139,7.007266856487096
tt1266808,tvEpisode,Dai 1 kai: Baka to busu koso Tôdai e ike,Dai 1 kai: Baka to busu koso Tôdai e ike,0,2005.0,,54.0,[],7.5,6,6.846698736967025
tt1442263,movie,Making It in Hollywood,Making It in Hollywood,0,2011.0,,76.0,"['Adventure', 'Documentary']",6.4,11,6.809892513280213
tt3909890,tvEpisode,Moppa,Moppa,0,2014.0,,27.0,"['Comedy', 'Drama']",7.8,410,7.452228799980048
tt2762528,short,"She Said, She Said","She Said, She Said",0,2013.0,,7.0,"['Comedy', 'Drama', 'Romance']",6.3,125,6.642582494879241
tt1025485,tvEpisode,Maré de Azar,Maré de Azar,0,1999.0,,30.0,[],7.9,7,6.861331369437504
tt0614152,tvEpisode,"The Good, the Bad, and the Geeky","The Good, the Bad, and the Geeky",0,2003.0,,41.0,"['Drama', 'Sci-Fi']",7.3,28,6.880833475436774
tt0388769,movie,Biarkan Bintang Menari,Biarkan Bintang Menari,0,2003.0,,112.0,"['Drama', 'Musical']",6.0,51,6.678479297097325
tt10285108,tvEpisode,Mientras Dormías,Mientras Dormías,0,2019.0,,42.0,"['Action', 'Crime', 'Drama']",8.6,106,7.389773740857466
tt1022475,tvEpisode,Episode #4.50,Episode #4.50,0,2002.0,,25.0,"['Drama', 'Romance', 'Sci-Fi']",8.1,9,6.877622702467441
tt1273599,tvEpisode,Undercover,Undercover,0,1986.0,,23.0,"['Action', 'Adventure', 'Animation']",5.3,6,6.790528524201068
tt1829034,movie,Talon,Talon,0,2011.0,,64.0,"['Fantasy', 'Horror', 'Sci-Fi']",6.3,18,6.790988676871462
tt0123306,movie,De tre skolekammerater,De tre skolekammerater,0,1944.0,,78.0,[],4.7,6,6.775209375264898
tt3503710,video,Röyksopp: Senior,Röyksopp: Senior,0,2010.0,,10.0,"['Music', 'Short']",8.0,5,6.85459061191133
tt8923408,tvEpisode,#JinnHunter,#JinnHunter,0,2019.0,,24.0,"['Drama', 'Fantasy', 'Horror']",3.6,592,4.500821197548418
tt2628798,movie,Ne nado pechalitsya,Ne nado pechalitsya,0,2010.0,,90.0,[],6.2,35,6.746114406012315
tt4076818,movie,On the Bride's Side,Io sto con la sposa,0,2014.0,,89.0,"['Adventure', 'Documentary', 'Drama']",6.8,141,6.818308657262841
tt0064812,short,Pink on the Cob,Pink on the Cob,0,1969.0,,6.0,"['Animation', 'Comedy', 'Short']",6.2,98,6.640899703936547
tt5511768,tvEpisode,The Color for Each Person's Bond Comes in Various Colors,The Color for Each Person's Bond Comes in Various Colors,0,2009.0,,24.0,"['Action', 'Animation', 'Comedy']",8.4,33,7.027382454913171
tt6880782,video,Kylie Minogue: I Believe in You,Kylie Minogue: I Believe in You,0,2004.0,,4.0,"['Music', 'Short']",7.1,34,6.864540696529472
tt0949325,movie,The Accountant,The Accountant,0,2000.0,,106.0,[],7.9,8,6.865713937498949
tt1766412,tvEpisode,Their Own Way,Their Own Way,0,2009.0,,22.0,[],7.0,10,6.836712147226992
tt0456117,movie,O Coronel e o Lobisomem,O Coronel e o Lobisomem,0,2005.0,,106.0,[],5.9,660,6.1394535468922955
tt4477536,movie,Fifty Shades Freed,Fifty Shades Freed,0,2018.0,,105.0,"['Drama', 'Romance', 'Thriller']",4.5,50572,4.510501253975065
tt3663996,tvEpisode,Storm Watch,Storm Watch,0,2014.0,,43.0,"['Drama', 'Romance']",7.0,309,6.927461344214222
tt4464394,movie,The Gracefield Incident,The Gracefield Incident,0,2017.0,,89.0,"['Action', 'Horror', 'Mystery']",4.1,2026,4.37719476859745
tt0231648,movie,Ghar Ka Sukh,Ghar Ka Sukh,0,1987.0,,94.0,"['Drama', 'Family']",6.6,8,6.821832080958865
tt2663406,short,Birth,Birth,0,2007.0,,5.0,"['Sci-Fi', 'Short']",6.7,9,6.824681525996853
tt2583708,tvEpisode,Elmo and Zoe's Hat Contest,Elmo and Zoe's Hat Contest,0,2012.0,,53.0,"['Adventure', 'Animation', 'Comedy']",8.1,7,6.867263572827335
tt1339107,movie,An Island Calling,An Island Calling,0,2009.0,,75.0,"['Crime', 'Documentary']",6.4,9,6.813336988181727
tt9063970,video,Yo Yo Honey Singh: Urvashi,Yo Yo Honey Singh: Urvashi,0,2018.0,,4.0,"['Music', 'Short']",6.5,55,6.765754236574828
tt0188751,movie,Kickboxer from Hell,Ling mo da jue dou,0,1990.0,,91.0,"['Action', 'Horror']",3.8,78,6.0598508247141725
tt5928556,movie,Rokto,Rokto,0,2016.0,,135.0,[],6.1,39,6.723411205922578
tt2785984,tvEpisode,A Horse Walks Into a Bar,A Horse Walks Into a Bar,0,2013.0,,42.0,[],7.2,17,6.855179687753052
tt0013930,movie,A Clouded Name,A Clouded Name,0,1923.0,,52.0,[],5.9,29,6.725093810803299
tt0693073,tvEpisode,Little Orphan Hilda,Little Orphan Hilda,0,1999.0,,30.0,"['Comedy', 'Family', 'Fantasy']",7.4,114,7.0191667731406735
tt0504454,tvEpisode,Try to Remember: Part 1,Try to Remember: Part 1,0,1987.0,,46.0,"['Comedy', 'Family', 'Sci-Fi']",7.2,202,7.00318840646694
tt0813861,tvEpisode,Punky's Treehouse,Punky's Treehouse,0,1985.0,,25.0,"['Comedy', 'Family']",7.4,10,6.853448548900632
tt6888328,tvEpisode,10-jinme no Senshi wa omê da! Gokû Furiza no moto e!!,10-jinme no Senshi wa omê da! Gokû Furiza no moto e!!,0,2017.0,,23.0,"['Action', 'Adventure', 'Animation']",7.5,195,7.137910856573706
tt2751234,tvEpisode,Resurrection,Resurrection,0,2014.0,,43.0,"['Crime', 'Drama', 'Horror']",8.0,1077,7.794773509331739
tt2132150,tvSeries,The Party's Over: How the West Went Bust,The Party's Over: How the West Went Bust,0,2011.0,,60.0,[],7.5,22,6.888343438993032
tt0345575,video,Liderlig firkant,Liderlig firkant,1,1999.0,,90.0,[],7.7,7,6.855399166047674
tt0363741,movie,Kilichundan Mampazham,Kilichundan Mampazham,0,2003.0,,154.0,"['Comedy', 'Romance']",5.7,404,6.108648030311613
tt1637870,tvEpisode,I Love Tenchi,I Love Tenchi,0,1995.0,,28.0,"['Adventure', 'Animation', 'Comedy']",6.6,10,6.819975745553351
tt5291862,movie,Internet Famous,Internet Famous,0,2016.0,,87.0,[],3.5,1041,4.100373388336418
tt0207319,movie,L'aventurier,L'aventurier,0,1934.0,,92.0,[],6.4,34,6.7740463999515255
tt0468321,short,Herkules,Herkules,0,2005.0,,25.0,"['Documentary', 'Short']",7.6,9,6.858715139442231
tt0026237,short,Country Boy,Country Boy,0,1935.0,,7.0,"['Animation', 'Comedy', 'Family']",5.1,69,6.429108064386748
tt1008865,tvEpisode,Abwärts,Abwärts,0,2007.0,,57.0,[],6.8,5,6.828949586270304
tt0040946,movie,Wake of the Red Witch,Wake of the Red Witch,0,1948.0,,106.0,"['Action', 'Adventure', 'Romance']",6.6,2340,6.620464851376898
tt4770482,tvEpisode,Too Old to Dream,Too Old to Dream,0,2015.0,,44.0,[],8.6,62,7.206784203392615
tt0202202,short,Sunday's Game,Sunday's Game,0,1999.0,,9.0,"['Comedy', 'Short']",8.0,130,7.25341003673329
tt3563898,tvSeries,Brynhildr in the Darkness,Gokukoku no Brynhildr,0,2014.0,,22.0,"['Action', 'Animation', 'Drama']",6.8,733,6.807041791254939
tt0519603,tvEpisode,Moon of the Wolf,Moon of the Wolf,0,1992.0,,22.0,"['Action', 'Adventure', 'Animation']",7.0,926,6.9662114313309536
tt0481129,movie,The Greatest Love of All,O Maior Amor do Mundo,0,2006.0,,106.0,[],6.6,244,6.7111505352796
tt0534484,tvEpisode,Kidnap,Kidnap,0,1980.0,,60.0,"['Crime', 'Drama', 'Mystery']",6.8,40,6.8251829114767695
tt3878162,movie,Bilocation Ura,Bilocation Ura,0,2014.0,,121.0,[],6.8,12,6.828108726918053
tt0441857,short,Don't Make Eye Contact,Don't Make Eye Contact,0,2003.0,,11.0,"['Comedy', 'Short']",5.0,6,6.782868949732983
tt1325675,short,Gas,Ygraerio,0,2006.0,,20.0,"['Drama', 'Short']",7.8,25,6.925095288138784
tt6563394,movie,Mel: the Other Life,Mel: the Other Life,0,2017.0,,76.0,"['Biography', 'Documentary']",6.0,5,6.811855569176286
tt0034617,movie,Counter-Espionage,Counter-Espionage,0,1942.0,,73.0,"['Comedy', 'Mystery', 'Romance']",6.6,263,6.706858136559453
tt0095763,movie,Nunca estuve en Viena,Nunca estuve en Viena,0,1989.0,,100.0,[],6.4,14,6.804832111881692
